Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5
13100;ST REMY DE PROVENCE;13210;ST REMY DE PROVENCE;
13102;ST VICTORET;13700;ST VICTORET;PAS DES LANCIERS
13102;ST VICTORET;13730;ST VICTORET;
13103;SALON DE PROVENCE;13300;SALON DE PROVENCE;
13110;TRETS;13530;TRETS;
13119;CARNOUX EN PROVENCE;13470;CARNOUX EN PROVENCE;
13201;MARSEILLE 01;13001;MARSEILLE;
13208;MARSEILLE 08;13008;MARSEILLE;CALLELONGUE
13211;MARSEILLE 11;13011;MARSEILLE;LA VALENTINE
13213;MARSEILLE 13;13013;MARSEILLE;
13213;MARSEILLE 13;13013;MARSEILLE;CROIX ROUGE
13213;MARSEILLE 13;13013;MARSEILLE;LES OLIVES
13216;MARSEILLE 16;13016;MARSEILLE;
14003;AGY;14400;AGY;
14005;AIRAN;14370;AIRAN;
14009;AMFREVILLE;14860;AMFREVILLE;
14011;ANCTOVILLE;14240;ANCTOVILLE;FEUGUEROLLES SUR SEULLES
14011;ANCTOVILLE;14240;ANCTOVILLE;SERMENTOT
14019;ARGANCHY;14400;ARGANCHY;
14025;AUBIGNY;14700;AUBIGNY;
14031;LES AUTHIEUX PAPION;14140;LES AUTHIEUX PAPION;
14033;AUVILLARS;14340;AUVILLARS;
14047;BAYEUX;14400;BAYEUX;
14049;BAZENVILLE;14480;BAZENVILLE;
14055;BEAUMONT EN AUGE;14950;BEAUMONT EN AUGE;
14056;BAUQUAY;14260;BAUQUAY;
14057;BELLENGREVILLE;14370;BELLENGREVILLE;
14060;BENOUVILLE;14970;BENOUVILLE;
14061;SOULEUVRE EN BOCAGE;14260;SOULEUVRE EN BOCAGE;MONTAMY
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;ETOUVY
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;LA FERRIERE AU DOYEN
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;LE BENY BOCAGE
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;MALLOUE
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;ST MARTIN DON
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;ST PIERRE TARENTAINE
14066;BERNIERES SUR MER;14990;BERNIERES SUR MER;
14069;BEUVILLERS;14100;BEUVILLERS;
14086;BONNEVILLE SUR TOUQUES;14800;BONNEVILLE SUR TOUQUES;
14089;BOUGY;14210;BOUGY;
14090;BOULON;14220;BOULON;
14098;BRETTEVILLE L ORGUEILLEUSE;14740;BRETTEVILLE L ORGUEILLEUSE;
14102;LE BREUIL EN AUGE;14130;LE BREUIL EN AUGE;
14110;BRUCOURT;14160;BRUCOURT;
14122;LA CAINE;14210;LA CAINE;
14124;LA CAMBE;14230;LA CAMBE;
14125;CAMBES EN PLAINE;14610;CAMBES EN PLAINE;
14126;CAMBREMER;14340;CAMBREMER;ST PAIR DU MONT
14131;CANAPVILLE;14800;CANAPVILLE;
14132;CANCHY;14230;CANCHY;
14140;CASTILLON;14490;CASTILLON;
14145;CAUVICOURT;14190;CAUVICOURT;
14146;CAUVILLE;14770;CAUVILLE;
14163;CLEVILLE;14370;CLEVILLE;
14165;COLLEVILLE SUR MER;14710;COLLEVILLE SUR MER;
14171;COMBRAY;14220;COMBRAY;
14175;CONDE SUR SEULLES;14400;CONDE SUR SEULLES;
14181;CORMELLES LE ROYAL;14123;CORMELLES LE ROYAL;
14186;COULOMBS;14480;COULOMBS;
14203;CRICQUEVILLE EN AUGE;14430;CRICQUEVILLE EN AUGE;
14214;CUSSY;14400;CUSSY;
14216;DAMBLAINVILLE;14620;DAMBLAINVILLE;
14217;DAMPIERRE;14350;DAMPIERRE;
14218;DANESTAL;14430;DANESTAL;
14228;DOUVRES LA DELIVRANDE;14440;DOUVRES LA DELIVRANDE;
14229;DOZULE;14430;DOZULE;
14235;ECRAMMEVILLE;14710;ECRAMMEVILLE;
14242;EPRON;14610;EPRON;
14257;EVRECY;14210;EVRECY;
14260;FAUGUERNON;14100;FAUGUERNON;
14269;FIERVILLE LES PARCS;14130;FIERVILLE LES PARCS;
14272;LA FOLIE;14710;LA FOLIE;
14286;FOURNEVILLE;14600;FOURNEVILLE;
14290;FRESNEY LE PUCEUX;14680;FRESNEY LE PUCEUX;
14293;FUMICHON;14590;FUMICHON;
40188;MOMUY;40700;MOMUY;
40197;MORCENX;40110;MORCENX;
40198;MORGANX;40700;MORGANX;
40199;MOUSCARDES;40290;MOUSCARDES;
40204;NERBIS;40250;NERBIS;
40206;OEYREGAVE;40300;OEYREGAVE;
40210;ONESSE LAHARIE;40110;ONESSE LAHARIE;LAHARIE
40212;ORTHEVIELLE;40300;ORTHEVIELLE;
40217;PARENTIS EN BORN;40160;PARENTIS EN BORN;
40220;PECORADE;40320;PECORADE;
40223;PEYRE;40700;PEYRE;
40227;PISSOS;40410;PISSOS;RICHET
40230;PONTONX SUR L ADOUR;40465;PONTONX SUR L ADOUR;
40235;POYANNE;40380;POYANNE;
40239;PUYOL CAZALET;40320;PUYOL CAZALET;
40243;RION DES LANDES;40370;RION DES LANDES;
40245;ROQUEFORT;40120;ROQUEFORT;
40246;SABRES;40630;SABRES;
40252;STE COLOMBE;40700;STE COLOMBE;
40254;ST CRICQ DU GAVE;40300;ST CRICQ DU GAVE;
40260;ST GEOURS D AURIBAT;40380;ST GEOURS D AURIBAT;
40265;ST JULIEN D ARMAGNAC;40240;ST JULIEN D ARMAGNAC;
40275;ST MAURICE SUR ADOUR;40270;ST MAURICE SUR ADOUR;
40278;ST PAUL EN BORN;40200;ST PAUL EN BORN;
40281;ST PIERRE DU MONT;40280;ST PIERRE DU MONT;
40287;SANGUINET;40460;SANGUINET;
40290;SARRON;40800;SARRON;
40291;SAUBION;40230;SAUBION;
40298;SERRES GASTON;40700;SERRES GASTON;
40302;SINDERES;40110;SINDERES;
40306;SORDE L ABBAYE;40300;SORDE L ABBAYE;
40310;SOUSTONS;40140;SOUSTONS;
40311;TALLER;40260;TALLER;
40321;URGONS;40320;URGONS;
40326;VIELLE ST GIRONS;40560;VIELLE ST GIRONS;ST GIRONS
40327;VIELLE SOUBIRAN;40240;VIELLE SOUBIRAN;
40330;VILLENAVE;40110;VILLENAVE;
40332;YCHOUX;40160;YCHOUX;
40333;YGOS ST SATURNIN;40110;YGOS ST SATURNIN;
41005;ARVILLE;41170;ARVILLE;
41007;AUTHON;41310;AUTHON;
41016;BILLY;41130;BILLY;
41017;BINAS;41240;BINAS;
41020;BONNEVEAU;41800;BONNEVEAU;
41022;BOUFFRY;41270;BOUFFRY;
41026;BREVAINVILLE;41160;BREVAINVILLE;
41027;BRIOU;41370;BRIOU;
41031;CELLETTES;41120;CELLETTES;
41038;LA CHAPELLE MONTMARTIN;41320;LA CHAPELLE MONTMARTIN;
41042;CHATEAUVIEUX;41110;CHATEAUVIEUX;
41074;DHUIZON;41220;DHUIZON;
41075;DROUE;41270;DROUE;
41078;EPUISAY;41360;EPUISAY;
41081;FAYE;41100;FAYE;
41095;FRETEVAL;41160;FRETEVAL;
41097;GIEVRES;41130;GIEVRES;
41102;HOUSSAY;41800;HOUSSAY;
41103;HUISSEAU EN BEAUCE;41310;HUISSEAU EN BEAUCE;
41104;HUISSEAU SUR COSSON;41350;HUISSEAU SUR COSSON;
41116;LISLE;41100;LISLE;
41119;LORGES;41370;LORGES;
41125;MARCILLY EN GAULT;41210;MARCILLY EN GAULT;
41126;MAREUIL SUR CHER;41110;MAREUIL SUR CHER;
41128;MAROLLES;41330;MAROLLES;
41142;VALENCISSE;41190;VALENCISSE;ORCHAISE
41146;MONTHOU SUR CHER;41400;MONTHOU SUR CHER;
41147;LES MONTILS;41120;LES MONTILS;
41150;MONT PRES CHAMBORD;41250;MONT PRES CHAMBORD;
41152;MONTRIEUX EN SOLOGNE;41210;MONTRIEUX EN SOLOGNE;
41154;MOREE;41160;MOREE;
41155;MUIDES SUR LOIRE;41500;MUIDES SUR LOIRE;
41156;MULSANS;41500;MULSANS;
41176;PIERREFITTE SUR SAULDRE;41300;PIERREFITTE SUR SAULDRE;
41178;LE PLESSIS L ECHELLE;41370;LE PLESSIS L ECHELLE;
41179;LE POISLAY;41270;LE POISLAY;
41191;ROCHES;41370;ROCHES;
41193;ROMILLY;41270;ROMILLY;
41207;ST DYE SUR LOIRE;41500;ST DYE SUR LOIRE;
41209;ST FIRMIN DES PRES;41100;ST FIRMIN DES PRES;
41210;STE GEMMES;41290;STE GEMMES;
41215;ST JACQUES DES GUERETS;41800;ST JACQUES DES GUERETS;
41218;ST JULIEN SUR CHER;41320;ST JULIEN SUR CHER;
41220;ST LAURENT NOUAN;41220;ST LAURENT NOUAN;NOUAN SUR LOIRE
41221;ST LEONARD EN BEAUCE;41370;ST LEONARD EN BEAUCE;
41226;ST OUEN;41100;ST OUEN;
41230;ST SULPICE DE POMMERAY;41000;ST SULPICE DE POMMERAY;
41246;SEUR;41120;SEUR;
41255;TERNAY;41800;TERNAY;
41273;VIEVY LE RAYE;41290;VIEVY LE RAYE;
41273;VIEVY LE RAYE;41290;VIEVY LE RAYE;LA BOSSE
41275;LA VILLE AUX CLERCS;41160;LA VILLE AUX CLERCS;
41291;VILLETRUN;41100;VILLETRUN;
41297;YVOY LE MARRON;41600;YVOY LE MARRON;
42003;AMBIERLE;42820;AMBIERLE;
42005;ANDREZIEUX BOUTHEON;42160;ANDREZIEUX BOUTHEON;
42006;APINAC;42550;APINAC;
42017;LE BESSAT;42660;LE BESSAT;
42020;BOISSET LES MONTROND;42210;BOISSET LES MONTROND;
42034;CERVIERES;42440;CERVIERES;
42048;CHANDON;42190;CHANDON;
80280;ERCOURT;80210;ERCOURT;
80285;ESSERTAUX;80160;ESSERTAUX;
80294;ETERPIGNY;80200;ETERPIGNY;
80298;ETRICOURT MANANCOURT;80360;ETRICOURT MANANCOURT;
80299;LA FALOISE;80250;LA FALOISE;
80302;FAVEROLLES;80500;FAVEROLLES;
80306;FESCAMPS;80500;FESCAMPS;
80308;FEUQUIERES EN VIMEU;80210;FEUQUIERES EN VIMEU;
80318;FLIXECOURT;80420;FLIXECOURT;
80319;FLUY;80540;FLUY;
80327;FONTAINE SUR MAYE;80150;FONTAINE SUR MAYE;
80333;FORT MAHON PLAGE;80120;FORT MAHON PLAGE;
80341;FOURDRINOY;80310;FOURDRINOY;
80369;FROHEN SUR AUTHIE;80370;FROHEN SUR AUTHIE;FROHEN LE PETIT
80373;GAMACHES;80220;GAMACHES;
80375;GAUVILLE;80290;GAUVILLE;
80379;GLISY;80440;GLISY;
80388;GREBAULT MESNIL;80140;GREBAULT MESNIL;
80390;GRIVESNES;80250;GRIVESNES;
80392;GROUCHES LUCHUEL;80600;GROUCHES LUCHUEL;
80402;GUIZANCOURT;80290;GUIZANCOURT;
80404;GUYENCOURT SAULCOURT;80240;GUYENCOURT SAULCOURT;
80406;HALLENCOURT;80490;HALLENCOURT;WANEL
80410;HAM;80400;HAM;
80417;HARBONNIERES;80131;HARBONNIERES;
80420;HARPONVILLE;80560;HARPONVILLE;
80421;HATTENCOURT;80700;HATTENCOURT;
80425;HEDAUVILLE;80560;HEDAUVILLE;
80436;HESCAMPS;80290;HESCAMPS;SOUPLICOURT
80440;HIERMONT;80370;HIERMONT;
80445;HUMBERCOURT;80600;HUMBERCOURT;
80446;HUPPY;80140;HUPPY;
80451;IRLES;80300;IRLES;
80453;LABOISSIERE EN SANTERRE;80500;LABOISSIERE EN SANTERRE;
80477;LIGESCOURT;80150;LIGESCOURT;
80480;LIGNIERES EN VIMEU;80140;LIGNIERES EN VIMEU;
80481;LIHONS;80320;LIHONS;
80484;LIOMER;80430;LIOMER;
80485;LOEUILLY;80160;LOEUILLY;
80489;LONGUEAU;80330;LONGUEAU;
80501;MAISON PONTHIEU;80150;MAISON PONTHIEU;
80502;MAISON ROLAND;80135;MAISON ROLAND;
80503;MAIZICOURT;80370;MAIZICOURT;
80515;MARLERS;80290;MARLERS;
80532;MERICOURT SUR SOMME;80340;MERICOURT SUR SOMME;
80540;MESNIL MARTINSART;80300;MESNIL MARTINSART;
80542;MESNIL ST NICAISE;80190;MESNIL ST NICAISE;
80545;MEZIERES EN SANTERRE;80110;MEZIERES EN SANTERRE;
80548;MILLENCOURT EN PONTHIEU;80135;MILLENCOURT EN PONTHIEU;
80549;MIRAUMONT;80300;MIRAUMONT;
80551;MISERY;80320;MISERY;
80560;MONTAUBAN DE PICARDIE;80300;MONTAUBAN DE PICARDIE;
80561;MONTDIDIER;80500;MONTDIDIER;
80562;MONTIGNY SUR L HALLUE;80260;MONTIGNY SUR L HALLUE;
80565;MONTONVILLERS;80260;MONTONVILLERS;
80566;FIEFFES MONTRELET;80670;FIEFFES MONTRELET;FIEFFES
80573;MORVILLERS ST SATURNIN;80290;MORVILLERS ST SATURNIN;
80574;MOUFLERS;80690;MOUFLERS;
80584;NAOURS;80260;NAOURS;
80587;NESLETTE;80140;NESLETTE;
80589;NEUILLY LE DIEN;80150;NEUILLY LE DIEN;
80590;NEUILLY L HOPITAL;80132;NEUILLY L HOPITAL;
80596;NEUVILLETTE;80600;NEUVILLETTE;
80598;NOUVION;80860;NOUVION;
80600;NOYELLES SUR MER;80860;NOYELLES SUR MER;
80601;NURLU;80240;NURLU;
80604;OFFIGNIES;80290;OFFIGNIES;
80611;ORESMAUX;80160;ORESMAUX;
80613;OUST MAREST;80460;OUST MAREST;
80627;PLACHY BUYON;80160;PLACHY BUYON;
80630;POIX DE PICARDIE;80290;POIX DE PICARDIE;LAHAYE ST ROMAIN
80639;POULAINVILLE;80260;POULAINVILLE;
80642;PROUVILLE;80370;PROUVILLE;
80643;PROUZEL;80160;PROUZEL;
80648;PYS;80300;PYS;
80657;QUIRY LE SEC;80250;QUIRY LE SEC;
80667;REMAUGIES;80500;REMAUGIES;
80676;ROIGLISE;80700;ROIGLISE;
80679;RONSSOY;80740;LE RONSSOY;
80683;ROUY LE GRAND;80190;ROUY LE GRAND;
80692;SAILLY FLIBEAUCOURT;80970;SAILLY FLIBEAUCOURT;
80695;SAILLY SAILLISEL;80360;SAILLY SAILLISEL;
80709;ST MAULVIS;80140;ST MAULVIS;
80716;ST RIQUIER;80135;ST RIQUIER;
80717;ST SAUFLIEU;80160;ST SAUFLIEU;
80723;SAISSEVAL;80540;SAISSEVAL;
80728;SAULCHOY SOUS POIX;80290;SAULCHOY SOUS POIX;
80730;SAVEUSE;80470;SAVEUSE;
80732;SENARPONT;80140;SENARPONT;
80735;SEUX;80540;SEUX;
80736;SOREL EN VIMEU;80490;SOREL EN VIMEU;
80738;SOUES;80310;SOUES;
80743;SUZANNE;80340;SUZANNE;
80748;TEMPLEUX LE GUERARD;80240;TEMPLEUX LE GUERARD;
80762;TINCOURT BOUCLY;80240;TINCOURT BOUCLY;
80763;LE TITRE;80132;LE TITRE;
80781;VAUVILLERS;80131;VAUVILLERS;
80796;VILLEROY;80140;VILLEROY;
80804;VILLERS SOUS AILLY;80690;VILLERS SOUS AILLY;
80805;VILLERS TOURNELLE;80500;VILLERS TOURNELLE;
33203;HOURTIN;33990;HOURTIN;
33209;JUGAZAN;33420;JUGAZAN;
33214;LACANAU;33680;LACANAU;LACANAU OCEAN
33220;LAMARQUE;33460;LAMARQUE;
33224;LANDERROUET SUR SEGUR;33540;LANDERROUET SUR SEGUR;
33226;LANGOIRAN;33550;LANGOIRAN;
33227;LANGON;33210;LANGON;
33232;LARTIGUE;33840;LARTIGUE;
33234;LATRESNE;33360;LATRESNE;
33238;LEOGNAN;33850;LEOGNAN;
33241;LESTIAC SUR GARONNE;33550;LESTIAC SUR GARONNE;
33242;LES LEVES ET THOUMEYRAGUES;33220;LES LEVES ET THOUMEYRAGUES;
33243;LIBOURNE;33500;LIBOURNE;
33249;LORMONT;33310;LORMONT;
33251;LOUCHATS;33125;LOUCHATS;
33257;LUGAIGNAC;33420;LUGAIGNAC;
33262;MACAU;33460;MACAU;
33268;MARGAUX;33460;MARGAUX;
33272;MARSAS;33620;MARSAS;
33273;MARTIGNAS SUR JALLE;33127;MARTIGNAS SUR JALLE;
33279;MAZERES;33210;MAZERES;
33280;MAZION;33390;MAZION;
33284;MIOS;33380;MIOS;CAUDOS
33290;MONTAGNE;33570;MONTAGNE;PARSAC
33293;MONTUSSAN;33450;MONTUSSAN;
33301;NAUJAN ET POSTIAC;33420;NAUJAN ET POSTIAC;
33303;NERIGEAN;33750;NERIGEAN;
33304;NEUFFONS;33580;NEUFFONS;
33307;NOAILLAN;33730;NOAILLAN;
33312;PAREMPUYRE;33290;PAREMPUYRE;
33317;PERISSAC;33240;PERISSAC;
33323;LE PIAN SUR GARONNE;33490;LE PIAN SUR GARONNE;
33324;PINEUILH;33220;PINEUILH;
33328;POMEROL;33500;POMEROL;
33337;PREIGNAC;33210;PREIGNAC;
33341;PUGNAC;33710;PUGNAC;
33343;PUJOLS SUR CIRON;33210;PUJOLS SUR CIRON;
33350;RAUZAN;33420;RAUZAN;
33361;RUCH;33350;RUCH;
33362;SABLONS;33910;SABLONS;
33369;ST ANDRE ET APPELLES;33220;ST ANDRE ET APPELLES;
33378;ST AVIT ST NAZAIRE;33220;ST AVIT ST NAZAIRE;
33378;ST AVIT ST NAZAIRE;33220;ST AVIT ST NAZAIRE;ST NAZAIRE
33379;ST BRICE;33540;ST BRICE;
33384;ST CHRISTOPHE DES BARDES;33330;ST CHRISTOPHE DES BARDES;
33389;ST CIERS SUR GIRONDE;33820;ST CIERS SUR GIRONDE;
33399;ST FELIX DE FONCAUDE;33540;ST FELIX DE FONCAUDE;
33401;STE FLORENCE;33350;STE FLORENCE;
33403;STE FOY LA LONGUE;33490;STE FOY LA LONGUE;
33404;STE GEMME;33580;STE GEMME;
33413;ST GERMAIN DU PUCH;33750;ST GERMAIN DU PUCH;
33416;ST GIRONS D AIGUEVIVES;33920;ST GIRONS D AIGUEVIVES;
33426;ST LAURENT DES COMBES;33330;ST LAURENT DES COMBES;
33427;ST LAURENT DU BOIS;33540;ST LAURENT DU BOIS;
33433;ST LOUBES;33450;ST LOUBES;
33441;ST MARTIN LACAUSSADE;33390;ST MARTIN LACAUSSADE;
33445;ST MARTIN DU BOIS;33910;ST MARTIN DU BOIS;
33447;ST MEDARD DE GUIZIERES;33230;ST MEDARD DE GUIZIERES;
33453;ST MICHEL DE LAPUJADE;33190;ST MICHEL DE LAPUJADE;
33457;ST PARDON DE CONQUES;33210;ST PARDON DE CONQUES;
33460;ST PEY DE CASTETS;33350;ST PEY DE CASTETS;
33464;ST PIERRE DE BAT;33760;ST PIERRE DE BAT;
33466;ST QUENTIN DE BARON;33750;ST QUENTIN DE BARON;
33467;ST QUENTIN DE CAPLONG;33220;ST QUENTIN DE CAPLONG;
33470;ST ROMAIN LA VIRVEE;33240;ST ROMAIN LA VIRVEE;
33471;ST SAUVEUR;33250;ST SAUVEUR;
33473;ST SAVIN;33920;ST SAVIN;
33474;ST SELVE;33650;ST SELVE;
33475;ST SEURIN DE BOURG;33710;ST SEURIN DE BOURG;
33476;ST SEURIN DE CADOURNE;33180;ST SEURIN DE CADOURNE;
33479;ST SEVE;33190;ST SEVE;
33488;ST VINCENT DE PERTIGNAS;33420;ST VINCENT DE PERTIGNAS;
33492;ST YZAN DE SOUDIAC;33920;ST YZAN DE SOUDIAC;
33500;SAMONAC;33710;SAMONAC;
33504;SAUTERNES;33210;SAUTERNES;
33516;SOUSSAC;33790;SOUSSAC;
33519;LE TAILLAN MEDOC;33320;LE TAILLAN MEDOC;
33527;LE TEICH;33470;LE TEICH;
33528;LE TEMPLE;33680;LE TEMPLE;
33529;LA TESTE DE BUCH;33260;LA TESTE DE BUCH;CAZAUX
33531;TIZAC DE CURTON;33420;TIZAC DE CURTON;
33535;TRESSES;33370;TRESSES;
34001;ABEILHAN;34290;ABEILHAN;
34004;AGEL;34210;AGEL;
34013;ASPIRAN;34800;ASPIRAN;
34019;AVENE;34260;AVENE;
34024;BALARUC LE VIEUX;34540;BALARUC LE VIEUX;
34030;BERLOU;34360;BERLOU;
34033;BOISSERON;34160;BOISSERON;
34037;BOUJAN SUR LIBRON;34760;BOUJAN SUR LIBRON;
34038;LE BOUSQUET D ORB;34260;LE BOUSQUET D ORB;
34055;CASTANET LE HAUT;34610;CASTANET LE HAUT;
34057;CASTELNAU LE LEZ;34170;CASTELNAU LE LEZ;
34068;CAZOULS D HERAULT;34120;CAZOULS D HERAULT;
34072;CELLES;34700;CELLES;
34079;CLERMONT L HERAULT;34800;CLERMONT L HERAULT;
34083;COMBES;34240;COMBES;
34088;COURNONTERRAL;34660;COURNONTERRAL;
34090;LE CRES;34920;LE CRES;
34098;FERRALS LES MONTAGNES;34210;FERRALS LES MONTAGNES;
51498;ST MARD SUR AUVE;51800;ST MARD SUR AUVE;
51499;ST MARD LES ROUFFY;51130;ST MARD LES ROUFFY;
51501;STE MARIE A PY;51600;STE MARIE A PY;
51502;ST MARTIN AUX CHAMPS;51240;ST MARTIN AUX CHAMPS;
51506;ST MEMMIE;51470;ST MEMMIE;
51511;ST QUENTIN LE VERGER;51120;ST QUENTIN LE VERGER;
51514;ST REMY SOUS BROYES;51120;ST REMY SOUS BROYES;
51516;ST SATURNIN;51260;ST SATURNIN;
51519;ST THOMAS EN ARGONNE;51800;ST THOMAS EN ARGONNE;
51523;SARCY;51170;SARCY;
51526;SAUDOY;51120;SAUDOY;
51528;SCRUPT;51340;SCRUPT;
51536;SILLERY;51500;SILLERY;
51542;SOIZY AUX BOIS;51120;SOIZY AUX BOIS;
51551;SOMSOIS;51290;SOMSOIS;
51557;SOULANGES;51300;SOULANGES;
51560;SUIZY LE FRANC;51270;SUIZY LE FRANC;
51568;THIL;51220;THIL;
51571;VAL DE VESLE;51360;VAL DE VESLE;
51582;TRIGNY;51140;TRIGNY;
51587;VADENAY;51400;VADENAY;
51588;VALMY;51800;VALMY;
51589;VANAULT LE CHATEL;51330;VANAULT LE CHATEL;
51595;VATRY;51320;VATRY;
51601;VAVRAY LE GRAND;51300;VAVRAY LE GRAND;
51602;VAVRAY LE PETIT;51300;VAVRAY LE PETIT;
51611;VERT TOULON;51130;VERT TOULON;
51611;VERT TOULON;51130;VERT TOULON;TOULON LA MONTAGNE
51625;VILLENEUVE LA LIONNE;51310;VILLENEUVE LA LIONNE;
51627;VILLENEUVE RENNEVILLE CHEVIGNY;51130;VILLENEUVE RENNEVILLE CHEVIGNY;
51630;VILLERS AUX BOIS;51130;VILLERS AUX BOIS;
51639;LA VILLE SOUS ORBAIS;51270;LA VILLE SOUS ORBAIS;
51641;VILLEVENARD;51270;VILLEVENARD;
51649;VITRY LE FRANCOIS;51300;VITRY LE FRANCOIS;
51656;VRAUX;51150;VRAUX;
51663;MAGENTA;51530;MAGENTA;
52007;AMBONVILLE;52110;AMBONVILLE;
52008;ANDELOT BLANCHEVILLE;52700;ANDELOT BLANCHEVILLE;BLANCHEVILLE
52021;ATTANCOURT;52130;ATTANCOURT;
52027;AUJEURRES;52190;AUJEURRES;
52031;AUTREVILLE SUR LA RENNE;52120;AUTREVILLE SUR LA RENNE;
52031;AUTREVILLE SUR LA RENNE;52330;AUTREVILLE SUR LA RENNE;ST MARTIN SUR LA RENNE
52033;AVRECOURT;52140;AVRECOURT;
52035;BAISSEY;52250;BAISSEY;
52042;BEAUCHEMIN;52260;BEAUCHEMIN;
52044;ROCHES BETTAINCOURT;52270;ROCHES BETTAINCOURT;
52060;BOURBONNE LES BAINS;52400;BOURBONNE LES BAINS;GENRUPT
52060;BOURBONNE LES BAINS;52400;BOURBONNE LES BAINS;VILLARS ST MARCELLIN
52074;BREUVANNES EN BASSIGNY;52240;BREUVANNES EN BASSIGNY;COLOMBEY LES CHOISEUL
52074;BREUVANNES EN BASSIGNY;52240;BREUVANNES EN BASSIGNY;MEUVY
52079;BROUSSEVAL;52130;BROUSSEVAL;
52093;CHALINDREY;52600;CHALINDREY;
52094;VALS DES TILLES;52160;VALS DES TILLES;VILLEMORON
52095;CHALVRAINES;52700;CHALVRAINES;
52105;CHANGEY;52360;CHANGEY;
52114;CHATEAUVILLAIN;52120;CHATEAUVILLAIN;
52114;CHATEAUVILLAIN;52120;CHATEAUVILLAIN;MARMESSE
52121;CHAUMONT;52000;CHAUMONT;
52121;CHAUMONT;52000;CHAUMONT;BROTTES
52130;CIRFONTAINES EN AZOIS;52370;CIRFONTAINES EN AZOIS;
52133;CLINCHAMP;52700;CLINCHAMP;
52135;COIFFY LE BAS;52400;COIFFY LE BAS;
52140;COLOMBEY LES DEUX EGLISES;52330;COLOMBEY LES DEUX EGLISES;HARRICOURT
52140;COLOMBEY LES DEUX EGLISES;52330;COLOMBEY LES DEUX EGLISES;PRATZ
52142;CONSIGNY;52700;CONSIGNY;
52147;COURCELLES EN MONTAGNE;52200;COURCELLES EN MONTAGNE;
52156;CUREL;52300;CUREL;
52157;CURMONT;52330;CURMONT;
52167;DARMANNES;52700;DARMANNES;
52170;DOMMARIEN;52190;DOMMARIEN;
52172;DOMMARTIN LE ST PERE;52110;DOMMARTIN LE ST PERE;
52178;DOULEVANT LE CHATEAU;52110;DOULEVANT LE CHATEAU;
52187;EPIZON;52230;EPIZON;
52189;LE VAL D ESNOMS;52190;LE VAL D ESNOMS;
52189;LE VAL D ESNOMS;52190;LE VAL D ESNOMS;CHATOILLENOT
52189;LE VAL D ESNOMS;52190;LE VAL D ESNOMS;COURCELLES VAL D ESNOMS
52193;EUFFIGNEIX;52000;EUFFIGNEIX;
52194;EURVILLE BIENVILLE;52410;EURVILLE BIENVILLE;BIENVILLE
52196;FAVEROLLES;52260;FAVEROLLES;
52198;FAYS;52130;FAYS;
52203;FONTAINES SUR MARNE;52170;FONTAINES SUR MARNE;
52205;FOULAIN;52800;FOULAIN;
52211;FRONCLES;52320;FRONCLES;
52214;LA GENEVROYE;52320;LA GENEVROYE;
52221;GILLANCOURT;52330;GILLANCOURT;
52222;GILLAUME;52230;GILLAUME;
52223;GILLEY;52500;GILLEY;
52227;GRAFFIGNY CHEMIN;52150;GRAFFIGNY CHEMIN;
52229;GRENANT;52500;GRENANT;
52231;GUINDRECOURT AUX ORMES;52300;GUINDRECOURT AUX ORMES;
52234;HACOURT;52150;HACOURT;
52237;HARREVILLE LES CHANTEURS;52150;HARREVILLE LES CHANTEURS;
52242;HAUTE AMANCE;52600;HAUTE AMANCE;
52242;HAUTE AMANCE;52600;HAUTE AMANCE;HORTES
52242;HAUTE AMANCE;52600;HAUTE AMANCE;ROSOY SUR AMANCE
52246;HUMES JORQUENAY;52200;HUMES JORQUENAY;JORQUENAY
52248;IS EN BASSIGNY;52140;IS EN BASSIGNY;
52251;JONCHERY;52000;JONCHERY;
52267;LANEUVILLE AU PONT;52100;LANEUVILLE AU PONT;
52269;LANGRES;52200;LANGRES;
14294;GARCELLES SECQUEVILLE;14540;GARCELLES SECQUEVILLE;
14299;GENNEVILLE;14600;GENNEVILLE;
14302;GLANVILLE;14950;GLANVILLE;
14303;GLOS;14100;GLOS;
14312;GRANDCAMP MAISY;14450;GRANDCAMP MAISY;MAISY
14319;GRENTHEVILLE;14540;GRENTHEVILLE;
14331;HIEVILLE;14170;HIEVILLE;
14335;HOTOT EN AUGE;14430;HOTOT EN AUGE;BROCOTTES
14341;IFS;14123;IFS;
14345;JORT;14170;JORT;
14347;JURQUES;14260;JURQUES;
14348;JUVIGNY SUR SEULLES;14250;JUVIGNY SUR SEULLES;
14349;LAIZE LA VILLE;14320;LAIZE LA VILLE;
14350;LA LANDE SUR DROME;14240;LA LANDE SUR DROME;
14352;LANDELLES ET COUPIGNY;14380;LANDELLES ET COUPIGNY;
